float_id,date,latitude,longitude,depth,pressure,temperature,salinity,basin
6902804,2021-04-19T02:50:30,42.5466,4.6367,178.4,182.9,13.833,38.641,Western Mediterranean
6902804,2021-04-19T02:50:30,42.5466,4.6367,,233.6,13.897,38.684,Western Mediterranean
6902773,2021-04-19T05:44:30,38.2549,8.6202,306.9,314.6,14.47,,Western Mediterranean
6903015,2021-04-19T05:52:30,33.3723,30.0154,265.9,272.5,16.114,39.17,Eastern Mediterranean
6903017,2021-04-19T05:56:30,33.5799,29.9538,446.3,457.5,15.077,39.033,Eastern Mediterranean
6903245,2021-04-19T06:05:30,34.1871,29.8702,17.1,17.5,17.413,39.008,Eastern Mediterranean
6902902,2021-04-19T09:36:00,34.4583,31.2872,227.7,233.4,,39.142,Eastern Mediterranean
6903124,2021-04-19T10:47:27,43.2035,7.7375,51.7,53.02,,38.38,Ligurian
7900563,2021-04-19T11:50:20,41.5379,7.1312,173.6,177.99,13.607,38.4029,Western Mediterranean
6902945,2021-04-19T14:56:30,37.4784,19.5393,290.3,297.6,15.274,39.104,Western Mediterranean
6902945,2021-04-19T14:56:30,37.4784,19.5393,158.8,162.8,15.825,,Western Mediterranean
6902845,2021-04-19T22:44:30,33.4834,28.5485,275.9,282.8,14.935,39.023,Eastern Mediterranean
6902845,2021-04-19T22:44:30,33.4834,28.5485,87.0,89.2,16.56,39.153,Eastern Mediterranean
6902718,2021-04-19T23:02:30,32.0819,25.7443,326.6,334.8,14.743,39.008,Eastern Mediterranean
6901278,2021-04-20T04:27:20,40.5401,4.8868,194.1,199.0,,38.588,Western Mediterranean
6902870,2021-04-20T05:08:30,34.7363,17.4892,342.5,351.1,14.972,38.993,Western Mediterranean
6902873,2021-04-20T05:08:30,33.5834,22.058,485.0,497.1,14.03,38.822,Eastern Mediterranean
6902873,2021-04-20T05:08:30,33.5834,22.058,275.0,281.9,14.717,38.963,Eastern Mediterranean
6902875,2021-04-20T05:10:30,37.5444,18.5321,320.2,328.2,14.999,39.045,Western Mediterranean
6902875,2021-04-20T05:10:30,37.5444,18.5321,,393.8,14.672,38.977,Western Mediterranean
6903786,2021-04-20T05:47:30,33.643,35.0245,249.2,255.4,16.29,39.162,Eastern Mediterranean
6903788,2021-04-20T05:53:20,36.1727,16.215,425.0,435.6,14.359,38.893,Western Mediterranean
6903266,2021-04-20T06:00:30,37.2159,-0.2522,,7.5,16.542,36.694,Western Mediterranean
6903266,2021-04-20T06:00:30,37.2159,-0.2522,96.7,99.1,13.968,38.189,Western Mediterranean
6902944,2021-04-20T06:06:30,38.7544,9.0536,87.3,89.5,14.311,38.315,Western Mediterranean
6902937,2021-04-21T02:11:30,40.4145,4.5326,50.7,52.0,14.47,37.882,Western Mediterranean
6903291,2021-04-21T02:39:36,35.7363,24.0635,41.0,42.0,16.596,,Eastern Mediterranean
6902850,2021-04-21T02:43:30,42.3606,5.0974,,263.2,13.487,38.603,Western Mediterranean
6902850,2021-04-21T02:43:30,42.3606,5.0974,286.8,294.0,13.547,38.617,Western Mediterranean
6903017,2021-04-21T05:50:30,33.3347,29.8754,7.5,7.7,17.409,39.162,Eastern Mediterranean
6903766,2021-04-21T06:04:30,42.1817,31.0954,50.3,51.6,8.465,18.846,Eastern Mediterranean
6901774,2021-04-21T10:35:00,37.9116,6.3579,,303.0,13.732,38.615,Western Mediterranean
6903124,2021-04-21T10:45:32,43.1968,7.7663,198.2,203.19,13.64,38.577,Ligurian
3901855,2021-04-21T12:04:30,42.503,36.6926,282.1,289.2,8.855,21.884,Eastern Mediterranean
6903259,2021-04-22T05:58:30,36.6438,21.9879,77.5,79.4,16.372,39.22,Eastern Mediterranean
6902904,2021-04-22T09:21:00,34.5159,26.6746,483.0,495.1,13.978,38.841,Eastern Mediterranean
6902904,2021-04-22T09:21:00,34.5159,26.6746,26.0,26.6,16.712,39.12,Eastern Mediterranean
6902904,2021-04-22T09:21:00,34.5159,26.6746,379.4,388.9,14.222,38.897,Eastern Mediterranean
6901775,2021-04-22T10:22:00,37.0313,21.0966,36.7,37.6,16.684,39.224,Eastern Mediterranean
6903016,2021-04-22T12:02:30,35.6519,-1.5678,66.1,67.8,15.439,,Western Mediterranean
6903016,2021-04-22T12:02:30,35.6519,-1.5678,9.8,10.0,17.396,,Western Mediterranean
6903866,2021-04-23T02:48:30,41.6849,31.2253,9.9,10.1,10.066,18.346,Eastern Mediterranean
7900595,2021-04-23T05:57:20,42.0658,33.0003,305.1,312.7,8.899,21.768,Eastern Mediterranean
6902944,2021-04-23T06:05:30,38.7297,9.0241,85.6,87.7,14.198,38.294,Western Mediterranean
6902902,2021-04-23T09:39:00,34.4407,31.1872,260.4,266.9,15.435,39.092,Eastern Mediterranean
6902902,2021-04-23T09:39:00,34.4407,31.1872,,69.3,17.564,39.146,Eastern Mediterranean
6902969,2021-04-23T10:37:50,40.0642,1.8757,115.6,118.52,13.467,38.354,Western Mediterranean
6903248,2021-04-23T11:42:30,38.4065,5.5703,9.1,9.3,15.587,37.469,Western Mediterranean
7900563,2021-04-23T11:50:43,41.6503,7.1415,60.5,62.0,14.192,37.984,Western Mediterranean
6902803,2021-04-24T02:15:30,37.4095,3.4669,364.2,373.3,13.588,38.604,Western Mediterranean
6902803,2021-04-24T02:15:30,37.4095,3.4669,95.5,97.9,13.996,38.238,Western Mediterranean
6902773,2021-04-24T05:57:30,38.3018,8.6478,314.3,322.2,14.39,38.801,Western Mediterranean
6902718,2021-04-24T22:53:30,32.0354,25.8411,184.3,188.9,16.002,39.162,Eastern Mediterranean
6902718,2021-04-24T22:53:30,32.0354,25.8411,84.6,86.7,16.906,38.991,Eastern Mediterranean
6902718,2021-04-24T22:53:30,32.0354,25.8411,98.6,101.1,16.896,39.059,Eastern Mediterranean
6902913,2021-04-24T22:54:30,32.5778,28.4689,306.8,314.5,16.65,39.21,Eastern Mediterranean
6902913,2021-04-24T22:54:30,32.5778,28.4689,,217.9,16.839,39.174,Eastern Mediterranean
6902845,2021-04-24T22:56:30,33.4894,28.4945,275.1,282.0,14.951,39.026,Eastern Mediterranean
6902845,2021-04-24T22:56:30,33.4894,28.4945,273.1,279.9,14.952,39.027,Eastern Mediterranean
6901278,2021-04-25T04:26:20,40.4143,4.814,,164.1,13.698,38.552,Western Mediterranean
6901278,2021-04-25T04:26:20,40.4143,4.814,171.6,175.9,13.701,38.567,Western Mediterranean
6902870,2021-04-25T05:13:30,34.6821,17.435,176.6,181.0,15.695,38.831,Western Mediterranean
6902875,2021-04-25T05:13:30,37.573,18.6063,,307.1,,39.077,Western Mediterranean
6903017,2021-04-25T05:45:30,33.5818,29.3534,73.9,75.7,16.799,39.147,Eastern Mediterranean
6902899,2021-04-25T11:44:00,41.4008,4.7378,153.9,157.7,13.64,38.581,Western Mediterranean
6903270,2021-04-25T20:58:30,31.9476,33.4861,200.8,205.8,16.224,39.146,Eastern Mediterranean
6902937,2021-04-26T02:06:30,40.4973,4.4882,95.5,97.9,,38.198,Western Mediterranean
3901975,2021-04-26T05:47:00,38.9506,6.9409,7.5,7.7,16.149,36.979,Western Mediterranean
6903017,2021-04-26T05:52:30,33.6881,29.3448,265.8,272.4,16.208,39.171,Eastern Mediterranean
6902846,2021-04-26T22:52:30,33.843,26.9577,464.0,475.6,14.155,38.867,Eastern Mediterranean
6902846,2021-04-26T22:52:30,33.843,26.9577,163.5,167.6,15.873,39.187,Eastern Mediterranean
6903017,2021-04-27T05:52:30,33.7684,29.3955,5.7,5.8,17.744,39.186,Eastern Mediterranean
6903262,2021-04-27T05:57:30,35.7876,18.5521,20.9,21.4,17.144,38.153,Western Mediterranean
6903239,2021-04-27T06:00:00,38.3928,9.3989,406.0,416.1,14.323,38.825,Western Mediterranean
6903124,2021-04-27T10:45:29,43.2445,7.9347,,282.98,13.779,,Ligurian
6903867,2021-04-28T02:03:00,41.5617,30.0808,329.2,337.4,8.862,21.835,Eastern Mediterranean
6903867,2021-04-28T02:03:00,41.5617,30.0808,455.6,467.0,8.892,22.002,Eastern Mediterranean
6903018,2021-04-28T05:58:30,39.5514,11.9385,305.1,312.7,14.575,38.799,Tyrrhenian
6903018,2021-04-28T05:58:30,39.5514,11.9385,20.7,21.2,15.719,37.516,Tyrrhenian
6902803,2021-04-29T02:18:30,37.5739,3.7687,248.5,254.7,13.725,38.571,Western Mediterranean
6902804,2021-04-29T02:53:30,42.5454,4.5976,300.3,307.8,,38.668,Western Mediterranean
6902804,2021-04-29T02:53:30,42.5454,4.5976,69.4,71.1,13.567,38.371,Western Mediterranean
6902767,2021-04-29T05:01:20,39.6613,9.9708,33.9,34.7,14.741,,Tyrrhenian
6902767,2021-04-29T05:01:20,39.6613,9.9708,158.7,162.7,14.393,38.662,Tyrrhenian
3901976,2021-04-29T05:47:20,36.2083,16.3109,298.1,305.6,14.582,38.937,Western Mediterranean
6903017,2021-04-29T05:52:30,33.8293,29.6072,261.2,267.7,16.288,39.18,Eastern Mediterranean
6903017,2021-04-29T05:52:30,33.8293,29.6072,150.3,154.1,16.897,39.182,Eastern Mediterranean
6903017,2021-04-29T05:52:30,33.8293,29.6072,374.9,384.3,15.474,39.097,Eastern Mediterranean
6902944,2021-04-29T06:08:30,38.7177,9.0658,128.9,132.1,14.21,38.37,Western Mediterranean
6902904,2021-04-29T09:22:00,34.5259,26.7789,79.4,81.4,16.271,39.219,Eastern Mediterranean
6902904,2021-04-29T09:22:00,34.5259,26.7789,226.7,232.4,15.083,39.073,Eastern Mediterranean
6903269,2021-04-29T20:56:30,34.4781,35.59,9.2,9.4,19.846,39.021,Eastern Mediterranean
6902718,2021-04-29T22:54:30,32.0145,25.8859,188.8,193.5,16.06,39.167,Eastern Mediterranean
6902718,2021-04-29T22:54:30,32.0145,25.8859,12.4,12.7,18.231,38.883,Eastern Mediterranean
6901278,2021-04-30T04:54:20,40.2958,4.8244,,133.8,13.56,38.506,Western Mediterranean
6901278,2021-04-30T04:54:20,40.2958,4.8244,28.4,29.1,14.122,38.177,Western Mediterranean
6902875,2021-04-30T05:19:30,37.614,18.6436,271.5,278.3,15.089,39.055,Western Mediterranean
6903017,2021-04-30T05:51:30,33.7836,29.7529,373.6,382.9,15.429,39.098,Eastern Mediterranean
6902937,2021-05-01T02:07:30,40.6179,4.446,279.1,286.1,13.823,38.633,Western Mediterranean
6902876,2021-05-01T02:17:30,38.0043,2.3595,130.0,133.2,14.271,38.159,Western Mediterranean
6902876,2021-05-01T02:17:30,38.0043,2.3595,169.0,173.2,13.84,38.269,Western Mediterranean
6901280,2021-05-01T05:41:30,40.0427,4.6134,372.0,381.3,13.644,,Western Mediterranean
6901280,2021-05-01T05:41:30,40.0427,4.6134,80.8,82.8,,38.308,Western Mediterranean
6902899,2021-05-01T11:33:00,41.161,5.1179,299.6,307.1,13.474,38.575,Western Mediterranean
6903016,2021-05-02T11:15:30,35.7855,-1.1264,50.0,51.3,14.943,36.83,Western Mediterranean
6903867,2021-05-03T02:51:30,41.565,30.1515,20.6,21.1,10.369,18.549,Eastern Mediterranean
6901277,2021-05-03T05:33:00,38.017,6.763,,86.0,15.254,37.093,Western Mediterranean
6903018,2021-05-03T05:39:30,39.5889,11.9537,290.2,297.5,14.601,38.792,Tyrrhenian
6903018,2021-05-03T05:39:30,39.5889,11.9537,248.6,254.8,14.668,38.761,Tyrrhenian
6903017,2021-05-03T05:49:30,33.3292,29.8262,71.3,73.1,16.843,39.151,Eastern Mediterranean
6903017,2021-05-03T05:49:30,33.3292,29.8262,363.2,372.3,15.481,39.098,Eastern Mediterranean
6903017,2021-05-03T05:49:30,33.3292,29.8262,377.3,386.7,15.344,39.08,Eastern Mediterranean
6903017,2021-05-03T05:49:30,33.3292,29.8262,269.9,276.6,16.2,39.164,Eastern Mediterranean
6902902,2021-05-03T09:35:00,34.337,30.9136,286.0,293.1,15.324,39.091,Eastern Mediterranean
6903124,2021-05-03T10:47:30,43.2033,8.0386,272.2,278.96,13.874,38.67,Ligurian
3901890,2021-05-04T02:55:30,36.9847,20.6358,88.2,90.4,16.134,0.761,Eastern Mediterranean
6902804,2021-05-04T02:57:30,42.5907,4.5438,,477.4,13.662,38.65,Western Mediterranean
6902804,2021-05-04T02:57:30,42.5907,4.5438,397.1,407.0,13.743,38.665,Western Mediterranean
6902804,2021-05-04T02:57:30,42.5907,4.5438,310.1,317.9,13.911,38.693,Western Mediterranean
6903015,2021-05-04T05:48:30,33.5987,29.8787,149.8,153.5,16.758,39.152,Eastern Mediterranean
6903234,2021-05-04T05:51:00,34.8094,31.3027,67.7,69.4,17.205,39.255,Eastern Mediterranean
6902944,2021-05-04T05:52:30,38.6501,9.2053,108.2,110.9,14.262,38.316,Western Mediterranean
6903017,2021-05-04T05:54:30,33.2189,29.683,401.5,411.5,15.266,39.065,Eastern Mediterranean
6903017,2021-05-04T05:54:30,33.2189,29.683,234.4,240.3,16.652,,Eastern Mediterranean
6902773,2021-05-04T06:03:30,38.4644,8.1947,200.8,205.8,,38.699,Western Mediterranean
6902773,2021-05-04T06:03:30,38.4644,8.1947,418.6,429.1,14.281,38.792,Western Mediterranean
6902899,2021-05-04T11:35:00,41.1435,5.4667,36.7,37.6,13.788,38.204,Western Mediterranean
6903269,2021-05-04T20:51:30,34.5671,35.4915,48.6,49.8,18.311,39.018,Eastern Mediterranean
6902913,2021-05-04T22:53:30,32.6719,28.323,227.9,233.6,16.842,39.12,Eastern Mediterranean
6902913,2021-05-04T22:53:30,32.6719,28.323,434.6,445.5,15.277,39.101,Eastern Mediterranean
6902845,2021-05-04T22:57:30,33.4859,28.5202,140.7,144.2,16.126,,Eastern Mediterranean
6902845,2021-05-04T22:57:30,33.4859,28.5202,85.1,87.2,16.744,39.144,Eastern Mediterranean
6902875,2021-05-05T05:11:30,37.6272,18.6694,53.4,54.7,15.578,38.927,Western Mediterranean
6903017,2021-05-05T05:44:30,33.2053,29.6045,,281.9,16.501,,Eastern Mediterranean
6903017,2021-05-05T05:44:30,33.2053,29.6045,250.4,256.7,16.676,39.219,Eastern Mediterranean
6903017,2021-05-05T05:44:30,33.2053,29.6045,137.6,141.0,16.842,39.168,Eastern Mediterranean
6902944,2021-05-05T05:51:30,38.6043,9.1492,215.4,220.8,14.478,38.72,Western Mediterranean
6902944,2021-05-05T05:51:30,38.6043,9.1492,154.0,157.9,14.367,38.522,Western Mediterranean
6902944,2021-05-05T05:51:30,38.6043,9.1492,379.6,389.1,14.295,38.782,Western Mediterranean
6902944,2021-05-05T05:51:30,38.6043,9.1492,328.1,336.3,14.38,38.792,Western Mediterranean
6902902,2021-05-05T09:36:00,34.3124,30.8816,169.2,173.4,16.215,39.174,Eastern Mediterranean
6903270,2021-05-05T20:55:30,31.8558,33.5542,60.0,61.5,,39.026,Eastern Mediterranean
6902937,2021-05-06T02:08:30,40.8857,4.4579,369.5,378.7,13.685,38.625,Western Mediterranean
6903291,2021-05-06T02:35:17,35.5029,24.5556,117.1,120.0,16.156,39.249,Eastern Mediterranean
6903017,2021-05-06T05:49:30,33.1957,29.456,422.4,433.0,15.206,39.055,Eastern Mediterranean
6901249,2021-05-06T05:54:00,38.0407,1.5351,231.8,237.6,13.773,38.419,Western Mediterranean
6901249,2021-05-06T05:54:00,38.0407,1.5351,54.2,55.6,15.213,37.181,Western Mediterranean
6902944,2021-05-06T05:56:30,38.5425,9.1099,116.3,119.2,14.251,38.351,Western Mediterranean
6901772,2021-05-06T10:25:00,35.508,16.3777,228.8,234.5,14.971,39.018,Western Mediterranean
6901772,2021-05-06T10:25:00,35.508,16.3777,,101.5,,38.372,Western Mediterranean
3901849,2021-05-06T12:02:20,42.8183,4.3667,,29.4,15.005,38.129,Western Mediterranean
3901849,2021-05-06T12:02:20,42.8183,4.3667,50.5,51.8,14.533,38.151,Western Mediterranean
3901855,2021-05-06T12:17:30,42.4191,36.8852,94.9,97.3,8.765,20.749,Eastern Mediterranean
6902846,2021-05-06T22:58:30,33.6358,26.9134,302.3,309.9,14.668,,Eastern Mediterranean
6902846,2021-05-06T22:58:30,33.6358,26.9134,204.1,209.2,15.49,,Eastern Mediterranean
6903017,2021-05-07T05:47:30,33.2437,29.3718,59.3,60.8,16.883,39.147,Eastern Mediterranean
6902944,2021-05-07T06:00:30,38.5012,9.0805,434.5,445.4,14.302,38.783,Western Mediterranean
6902902,2021-05-07T09:50:00,34.3022,30.8464,92.2,94.5,17.219,39.163,Eastern Mediterranean
6902902,2021-05-07T09:50:00,34.3022,30.8464,79.5,81.5,17.288,39.106,Eastern Mediterranean
3901853,2021-05-07T11:56:00,38.1971,16.4286,112.5,115.3,14.901,28.418,Tyrrhenian
6903866,2021-05-08T02:49:30,41.8953,31.82,434.1,445.0,,21.991,Eastern Mediterranean
6903866,2021-05-08T02:49:30,41.8953,31.82,329.5,337.7,8.867,21.847,Eastern Mediterranean
6903765,2021-05-08T05:49:30,37.9301,19.421,44.5,45.6,15.877,38.946,Western Mediterranean
6902944,2021-05-08T05:52:30,38.468,9.0479,304.1,311.7,14.445,,Western Mediterranean
6903017,2021-05-08T05:53:30,33.3397,29.3457,171.3,175.6,,39.214,Eastern Mediterranean
6903017,2021-05-08T05:53:30,33.3397,29.3457,231.6,237.4,16.743,39.219,Eastern Mediterranean
6903247,2021-05-08T09:42:00,35.8695,22.5938,151.1,154.9,15.978,39.27,Eastern Mediterranean
6903248,2021-05-08T11:52:30,37.9605,5.3312,36.3,37.2,15.423,37.203,Western Mediterranean
6902803,2021-05-09T02:17:30,37.8973,3.6932,246.9,253.1,13.732,38.569,Western Mediterranean
6902804,2021-05-09T03:02:30,42.6215,4.4744,179.3,183.8,13.694,38.598,Western Mediterranean
6902804,2021-05-09T03:02:30,42.6215,4.4744,359.9,368.9,13.776,38.669,Western Mediterranean
6903787,2021-05-09T05:56:20,39.1923,12.6864,395.6,405.5,14.462,38.837,Tyrrhenian
6903019,2021-05-09T06:06:30,43.3718,9.9378,85.1,87.2,14.459,38.178,Tyrrhenian
6903124,2021-05-09T10:45:30,43.227,8.2628,44.1,45.21,,38.416,Ligurian
6902945,2021-05-09T14:50:30,37.7924,18.8851,68.3,70.0,16.022,39.045,Western Mediterranean
6902718,2021-05-09T22:57:30,31.9977,26.1868,196.1,201.0,15.667,39.144,Eastern Mediterranean
6902718,2021-05-09T22:57:30,31.9977,26.1868,138.6,142.1,16.239,39.137,Eastern Mediterranean
6901278,2021-05-10T04:38:20,40.3139,4.6809,373.0,382.3,13.791,38.664,Western Mediterranean
6902873,2021-05-10T05:09:30,33.7875,21.9693,217.7,223.1,15.168,39.047,Eastern Mediterranean
6902873,2021-05-10T05:09:30,33.7875,21.9693,264.6,271.2,14.906,39.007,Eastern Mediterranean
6902873,2021-05-10T05:09:30,33.7875,21.9693,473.6,485.4,14.06,38.829,Eastern Mediterranean
6902870,2021-05-10T05:12:30,34.6391,17.5921,171.1,175.4,15.443,38.793,Western Mediterranean
6902875,2021-05-10T05:17:30,37.6195,18.6678,205.3,210.4,15.238,39.058,Western Mediterranean
6903015,2021-05-10T05:50:30,33.1081,29.2233,58.0,59.4,17.013,39.115,Eastern Mediterranean
6903015,2021-05-10T05:50:30,33.1081,29.2233,276.0,282.9,16.041,39.164,Eastern Mediterranean
6903017,2021-05-10T05:52:30,33.5801,29.5204,,174.0,,39.229,Eastern Mediterranean
6903017,2021-05-10T05:52:30,33.5801,29.5204,54.8,56.2,16.994,39.174,Eastern Mediterranean
6901281,2021-05-10T06:00:30,39.9199,2.5037,383.4,393.0,13.736,38.633,Western Mediterranean
6901281,2021-05-10T06:00:30,39.9199,2.5037,461.9,473.4,13.625,38.617,Western Mediterranean
6903266,2021-05-10T06:02:30,37.0075,-1.1084,36.3,37.2,,37.651,Western Mediterranean
6902899,2021-05-10T11:36:00,40.947,6.0101,7.5,7.7,16.438,37.943,Western Mediterranean
6902876,2021-05-11T02:11:30,37.5539,1.9697,304.1,311.7,13.816,38.6,Western Mediterranean
6902876,2021-05-11T02:11:30,37.5539,1.9697,229.8,235.5,13.884,38.534,Western Mediterranean
6901280,2021-05-11T05:39:30,39.5916,4.6341,52.4,53.7,14.082,38.076,Western Mediterranean
6903017,2021-05-11T05:47:30,33.6139,29.6608,69.2,70.9,16.979,39.194,Eastern Mediterranean
6903782,2021-05-11T05:51:30,43.3248,36.6142,22.7,23.3,11.354,18.761,Eastern Mediterranean
6902848,2021-05-11T07:03:30,42.2917,17.5455,114.8,117.7,14.517,38.976,Adriatic
6902902,2021-05-11T09:49:00,34.2837,30.7867,463.6,475.2,14.354,38.915,Eastern Mediterranean
3901849,2021-05-11T11:46:20,42.7676,4.4043,24.6,25.2,15.064,38.197,Western Mediterranean
3901855,2021-05-11T12:05:30,42.4233,36.9766,61.8,63.3,8.79,19.698,Eastern Mediterranean
6902846,2021-05-11T22:45:30,33.473,26.8778,61.1,62.6,16.574,,Eastern Mediterranean
6902944,2021-05-12T05:56:30,38.4206,9.0394,382.4,392.0,14.339,38.791,Western Mediterranean
6902944,2021-05-12T05:56:30,38.4206,9.0394,,267.9,14.457,38.787,Western Mediterranean
3901978,2021-05-12T08:13:30,33.3191,15.9381,175.1,179.5,15.699,38.624,Western Mediterranean
6901774,2021-05-12T10:20:00,38.4535,6.1309,19.0,19.5,17.979,36.93,Western Mediterranean
6903016,2021-05-12T11:58:30,35.7623,-1.2217,188.2,192.9,13.768,,Western Mediterranean
6903015,2021-05-13T05:54:30,33.2447,29.1297,,274.4,16.194,39.183,Eastern Mediterranean
6903017,2021-05-13T05:54:30,33.5277,29.7959,,304.6,16.554,39.212,Eastern Mediterranean
6903017,2021-05-13T05:54:30,33.5277,29.7959,76.5,78.4,16.891,39.171,Eastern Mediterranean
6902944,2021-05-13T05:54:30,38.4115,9.0297,169.7,173.9,14.426,38.617,Western Mediterranean
6903015,2021-05-13T05:54:30,33.2447,29.1297,293.9,301.2,15.937,39.161,Eastern Mediterranean
6903017,2021-05-13T05:54:30,33.5277,29.7959,86.2,88.4,16.872,39.171,Eastern Mediterranean
6903015,2021-05-13T05:54:30,33.2447,29.1297,,50.8,17.807,39.14,Eastern Mediterranean
6901772,2021-05-13T10:25:00,35.4409,16.4996,,405.0,14.766,39.029,Western Mediterranean
6902969,2021-05-13T10:35:50,40.1029,1.9285,394.7,404.54,13.685,38.644,Western Mediterranean
6902969,2021-05-13T10:35:50,40.1029,1.9285,332.2,340.5,13.748,38.648,Western Mediterranean
6902969,2021-05-13T10:35:50,40.1029,1.9285,403.5,413.55,,38.643,Western Mediterranean
6903124,2021-05-13T10:47:30,43.2645,8.3147,209.8,215.08,13.834,38.656,Ligurian
6902899,2021-05-13T11:40:00,40.9891,6.0563,,299.1,13.604,38.586,Western Mediterranean
6902803,2021-05-14T02:20:30,38.0352,3.39,69.4,71.1,14.661,37.932,Western Mediterranean
6902804,2021-05-14T02:56:30,42.577,4.4963,39.0,40.0,14.619,,Western Mediterranean
6902804,2021-05-14T02:56:30,42.577,4.4963,427.0,437.7,,38.668,Western Mediterranean
6902804,2021-05-14T02:56:30,42.577,4.4963,,272.9,13.649,,Western Mediterranean
6903245,2021-05-14T05:50:30,34.3222,30.0194,5.2,5.3,20.993,38.744,Eastern Mediterranean
6903017,2021-05-14T05:53:30,33.443,29.763,187.2,191.9,16.876,,Eastern Mediterranean
6902773,2021-05-14T06:04:30,38.6622,7.9472,64.2,65.8,14.44,38.246,Western Mediterranean
6903019,2021-05-14T06:07:30,43.3747,9.9503,14.4,14.8,15.317,38.084,Tyrrhenian
6903269,2021-05-14T20:52:30,34.3278,35.519,73.9,75.7,18.105,,Eastern Mediterranean
6902845,2021-05-14T23:03:30,33.5531,28.6193,51.5,52.8,17.352,38.829,Eastern Mediterranean
6902870,2021-05-15T05:13:30,34.646,17.6281,168.2,172.4,,,Western Mediterranean
6902870,2021-05-15T05:13:30,34.646,17.6281,73.1,74.9,,37.986,Western Mediterranean
6902873,2021-05-15T05:24:30,33.8158,21.9945,214.4,219.8,15.344,39.092,Eastern Mediterranean
6902873,2021-05-15T05:24:30,33.8158,21.9945,220.8,226.3,15.303,39.079,Eastern Mediterranean
6902873,2021-05-15T05:24:30,33.8158,21.9945,121.5,124.5,15.866,,Eastern Mediterranean
6903788,2021-05-15T05:42:20,36.5377,16.5229,268.5,275.2,14.754,38.956,Western Mediterranean
3901977,2021-05-15T05:46:20,32.6351,28.2592,32.3,33.1,17.537,38.578,Eastern Mediterranean
6903017,2021-05-15T05:55:30,33.3737,29.6488,294.1,301.5,16.535,39.206,Eastern Mediterranean
6902944,2021-05-15T06:00:30,38.4198,9.0006,,363.6,14.358,38.789,Western Mediterranean
6903270,2021-05-15T20:55:30,31.9682,33.4681,42.4,43.5,18.334,38.932,Eastern Mediterranean
6902937,2021-05-16T02:07:30,41.0625,5.1262,165.5,169.6,13.709,38.494,Western Mediterranean
6902872,2021-05-16T05:08:30,35.9174,20.9439,,233.2,16.087,39.193,Eastern Mediterranean
6902872,2021-05-16T05:08:30,35.9174,20.9439,345.7,354.3,15.838,39.204,Eastern Mediterranean
6903017,2021-05-16T05:46:30,33.372,29.5135,97.5,99.9,16.939,39.197,Eastern Mediterranean
6903017,2021-05-16T05:46:30,33.372,29.5135,101.0,103.5,16.925,,Eastern Mediterranean
6901249,2021-05-16T05:48:00,38.0425,1.4657,319.5,327.5,13.774,,Western Mediterranean
6902944,2021-05-16T05:58:30,38.4096,8.9612,288.0,295.2,14.434,38.783,Western Mediterranean
6902846,2021-05-16T22:59:30,33.3706,26.8748,246.5,252.7,15.125,,Eastern Mediterranean
6902846,2021-05-16T22:59:30,33.3706,26.8748,293.7,301.0,14.744,38.989,Eastern Mediterranean
6903017,2021-05-17T05:49:30,33.4276,29.4545,108.6,111.3,16.862,39.175,Eastern Mediterranean
7900563,2021-05-17T11:43:27,42.4266,7.4958,109.3,112.03,,38.4196,Western Mediterranean
6903016,2021-05-17T12:03:30,35.6802,-1.4695,26.1,26.8,18.141,36.96,Western Mediterranean
6903016,2021-05-17T12:03:30,35.6802,-1.4695,175.0,179.4,13.78,38.357,Western Mediterranean
6903016,2021-05-17T12:03:30,35.6802,-1.4695,241.7,247.7,,38.513,Western Mediterranean
6903018,2021-05-18T05:57:30,39.7513,11.9307,44.9,46.0,15.5,38.023,Tyrrhenian
6902969,2021-05-18T10:39:51,40.1101,1.9605,338.1,346.53,13.718,38.638,Western Mediterranean
3901890,2021-05-19T02:56:30,37.3744,20.5627,358.5,367.5,14.991,0.736,Eastern Mediterranean
6902804,2021-05-19T03:02:30,42.5483,4.4657,103.8,106.4,,38.422,Western Mediterranean
6903017,2021-05-19T05:49:30,33.5049,29.566,153.4,157.2,16.918,39.204,Eastern Mediterranean
6903017,2021-05-19T05:49:30,33.5049,29.566,301.5,309.0,16.645,39.22,Eastern Mediterranean
6903787,2021-05-19T05:52:20,39.128,12.512,79.4,81.4,14.553,,Tyrrhenian
6902944,2021-05-19T05:58:30,38.323,8.8423,,351.3,14.376,38.798,Western Mediterranean
6902898,2021-05-19T09:40:00,34.3881,29.1703,106.0,108.6,16.461,39.169,Eastern Mediterranean
6902902,2021-05-19T09:48:00,34.3396,30.9586,,136.6,16.522,39.183,Eastern Mediterranean
6902899,2021-05-19T11:36:00,41.3277,5.7693,250.8,257.1,13.665,38.596,Western Mediterranean
6903269,2021-05-19T20:56:30,34.3892,35.5346,278.5,285.5,15.195,39.024,Eastern Mediterranean
6902845,2021-05-19T22:43:30,33.6068,28.5694,229.4,235.1,15.552,39.126,Eastern Mediterranean
6902913,2021-05-19T22:45:30,32.598,28.6818,208.0,213.2,16.742,,Eastern Mediterranean
6902718,2021-05-19T22:55:30,31.8572,26.586,179.7,184.2,15.824,39.156,Eastern Mediterranean
6901278,2021-05-20T04:42:20,40.3735,4.4544,184.4,189.0,13.625,,Western Mediterranean
